destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,1,0,1,1
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,1,0,1,1
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,1,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,0
No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,0
Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,1,0,1,0
Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,1,0,0
Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,0
No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,0
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,1
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,1,0,0
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
Home,Partner,Sunny,30,10PM,Bar,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,1
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,1,0,0
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,1,0,1
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
Work,Alone,Snowy,30,7AM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,1,0,0
No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,0,1,1
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,1,0,0
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,0,1,0
Home,Partner,Sunny,30,10PM,Bar,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,1,0,0
Work,Alone,Snowy,30,7AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,0,1,0,0
